id,Date,Product,Category,Region,Units_Sold,Revenue,Cost,Logistics_Cost,Overhead_Cost,Total_Cost,Net_Profit,Loss,Profit_Status,Loss_Percentage,Loss_Reason,Customer_Age,Gender,Season,Festival,Trend
9585,2025-02-09,Shoes,Accessories,East,198,416790,440022,16139,11577,467738,0,50948,Loss,10.89,Low Sales,42,Male,Spring,None,Low Demand
9586,2025-01-23,Gift Hampers,Gift,East,20,78300,107340,12265,11018,130623,0,52323,Loss,40.06,Low Sales,30,Female,Winter,Ugadi,Seasonal Spike
9587,2025-05-11,Jeans,Electronics,South,152,604656,580280,8106,9580,597966,6690,0,Profit,0,None,38,Female,Spring,Holi,Seasonal Spike
9588,2025-06-17,Jeans,Gift,North,70,144410,163087,15440,12505,191032,0,46622,Loss,24.41,Low Sales,42,Male,Summer,Valentine,Seasonal Spike
9589,2025-05-13,Shoes,Gift,South,135,376650,335808,5878,7370,349056,27594,0,Profit,0,None,33,Male,Monsoon,None,High Demand
9590,2025-03-17,Fan,Food,East,88,95744,57624,18526,10682,86832,8912,0,Profit,0,None,37,Male,Summer,Valentine,High Demand
9591,2025-07-05,T-Shirt,Fashion,East,52,169052,155731,6379,9579,171689,0,2637,Loss,1.54,Off Season,46,Female,Monsoon,Ugadi,High Demand
9592,2025-05-14,Backpack,Accessories,South,102,278358,309442,5361,5093,319896,0,41538,Loss,12.98,Low Sales,37,Female,Winter,Valentine,Low Demand
9593,2025-05-10,Headphones,Gift,North,132,549780,527914,19634,9266,556814,0,7034,Loss,1.26,High Logistics,28,Female,Spring,Diwali,Low Demand
9594,2025-07-01,Sweets,Electronics,North,182,521976,511171,6187,13186,530544,0,8568,Loss,1.61,High Logistics,29,Male,Winter,Valentine,Low Demand
9595,2025-01-22,Gift Hampers,Electronics,East,150,563250,551362,5206,14586,571154,0,7904,Loss,1.38,High Cost,41,Female,Spring,Valentine,Stable
9596,2025-03-19,Watch,Gift,West,91,437073,449330,9563,7201,466094,0,29021,Loss,6.23,High Cost,35,Female,Winter,Valentine,High Demand
9597,2025-05-14,T-Shirt,Fashion,East,26,52494,78294,17055,12849,108198,0,55704,Loss,51.48,High Cost,23,Male,Monsoon,None,Seasonal Spike
9598,2025-04-20,Raincoat,Gift,North,175,396550,400719,16138,11737,428594,0,32044,Loss,7.48,Off Season,50,Female,Winter,Ugadi,Seasonal Spike
9599,2025-06-18,Cooler,Electronics,East,134,638644,637426,9670,6120,653216,0,14572,Loss,2.23,Off Season,35,Male,Summer,Diwali,Stable
9600,2025-01-24,Sweets,Fashion,West,123,441570,448802,19082,13794,481678,0,40108,Loss,8.33,High Logistics,37,Female,Summer,Holi,High Demand
9601,2025-01-19,Smartphone,Gift,South,45,140355,92562,9189,8284,110035,30320,0,Profit,0,None,35,Female,Summer,Ugadi,Low Demand
9602,2025-04-27,Cooler,Food,East,29,108634,79525,13903,8443,101871,6763,0,Profit,0,None,26,Male,Summer,Diwali,Seasonal Spike
9603,2025-01-22,Umbrella,Food,South,75,153825,196004,9700,11437,217141,0,63316,Loss,29.16,Low Sales,39,Male,Winter,Diwali,Stable
9604,2025-01-24,Headphones,Gift,South,153,608940,648204,13040,8250,669494,0,60554,Loss,9.04,Off Season,21,Male,Monsoon,Ugadi,Stable
9605,2025-05-31,Jeans,Accessories,North,119,437563,403673,6355,5030,415058,22505,0,Profit,0,None,31,Male,Spring,None,Low Demand
9606,2025-03-15,Sweets,Electronics,North,181,226974,241582,11126,6329,259037,0,32063,Loss,12.38,Off Season,31,Female,Monsoon,Ugadi,High Demand
9607,2025-07-04,Shoes,Fashion,South,42,167496,196800,18467,10485,225752,0,58256,Loss,25.81,High Logistics,25,Male,Summer,Diwali,High Demand
9608,2025-05-19,Watch,Food,South,197,474179,517008,16775,6528,540311,0,66132,Loss,12.24,Low Sales,34,Female,Summer,Valentine,Seasonal Spike
9609,2025-03-28,Refrigerator,Food,South,145,218225,217077,16210,11295,244582,0,26357,Loss,10.78,Off Season,29,Male,Winter,None,High Demand
9610,2025-02-06,AC,Gift,South,145,457475,466693,18901,13535,499129,0,41654,Loss,8.35,Off Season,43,Male,Winter,Ugadi,Low Demand
9611,2025-02-18,TV,Accessories,East,173,766044,742819,11670,11777,766266,0,222,Loss,0.03,Low Sales,37,Female,Monsoon,Holi,Seasonal Spike
9612,2025-01-25,Shoes,Food,East,81,183870,143235,17147,7035,167417,16453,0,Profit,0,None,45,Female,Spring,Holi,High Demand
9613,2025-06-01,AC,Gift,West,50,54850,85126,10506,7545,103177,0,48327,Loss,46.84,High Logistics,32,Male,Summer,Diwali,Trending
9614,2025-04-29,Gift Hampers,Gift,East,90,216900,227361,8002,11608,246971,0,30071,Loss,12.18,Off Season,34,Female,Winter,Ugadi,High Demand
9615,2025-02-07,Mobile,Accessories,East,101,241491,264369,18865,7926,291160,0,49669,Loss,17.06,High Logistics,21,Male,Summer,Diwali,Stable
9616,2025-05-26,Watch,Accessories,South,148,726828,771258,11436,14876,797570,0,70742,Loss,8.87,High Logistics,43,Male,Spring,Valentine,Seasonal Spike
9617,2025-04-06,Headphones,Food,South,46,202078,175171,13150,8410,196731,5347,0,Profit,0,None,19,Male,Monsoon,Valentine,High Demand
9618,2025-06-18,Gift Hampers,Electronics,West,92,227976,205560,18964,10571,235095,0,7119,Loss,3.03,Off Season,39,Male,Summer,Valentine,Stable
9619,2025-07-10,Watch,Gift,North,20,81500,116768,10611,13965,141344,0,59844,Loss,42.34,Off Season,34,Male,Spring,None,High Demand
9620,2025-06-25,Cooler,Food,West,193,529399,553547,13743,7063,574353,0,44954,Loss,7.83,Off Season,30,Female,Spring,Holi,Seasonal Spike
9621,2025-03-05,TV,Food,East,92,349232,355903,11404,8993,376300,0,27068,Loss,7.19,Low Sales,28,Male,Summer,Diwali,Trending
9622,2025-02-01,Gift Hampers,Gift,South,141,321480,286094,11035,8330,305459,16021,0,Profit,0,None,27,Female,Monsoon,Diwali,High Demand
9623,2025-03-11,Headphones,Accessories,South,110,444730,396679,7729,7897,412305,32425,0,Profit,0,None,24,Female,Winter,Diwali,Seasonal Spike
9624,2025-01-25,Umbrella,Gift,East,60,190200,181968,10320,5660,197948,0,7748,Loss,3.91,Off Season,49,Male,Winter,Valentine,Stable
9625,2025-07-11,Refrigerator,Fashion,South,86,387344,399735,5095,7175,412005,0,24661,Loss,5.99,High Logistics,24,Female,Summer,Holi,Trending
9626,2025-01-06,Backpack,Accessories,South,80,212320,224000,16046,8021,248067,0,35747,Loss,14.41,High Logistics,20,Male,Monsoon,Ugadi,High Demand
9627,2025-05-11,Headphones,Fashion,South,168,461496,493902,8598,11423,513923,0,52427,Loss,10.2,Low Sales,39,Male,Winter,Valentine,Trending
9628,2025-03-07,Refrigerator,Gift,North,110,513150,539403,19645,9582,568630,0,55480,Loss,9.76,Low Sales,38,Male,Spring,Diwali,Stable
9629,2025-04-25,Laptop,Gift,East,119,519316,568824,9395,10087,588306,0,68990,Loss,11.73,High Logistics,18,Female,Winter,Diwali,Trending
9630,2025-02-28,Backpack,Accessories,East,40,40120,18764,13826,7162,39752,368,0,Profit,0,None,21,Male,Summer,Ugadi,Seasonal Spike
9631,2025-03-31,Fan,Accessories,South,25,28975,15287,5496,13831,34614,0,5639,Loss,16.29,Off Season,33,Female,Winter,Holi,Trending
9632,2025-05-06,T-Shirt,Accessories,North,79,215354,217886,11167,14418,243471,0,28117,Loss,11.55,Off Season,50,Male,Monsoon,None,Seasonal Spike
9633,2025-01-19,Sweets,Gift,South,77,128975,172591,12406,7072,192069,0,63094,Loss,32.85,High Logistics,35,Female,Monsoon,Holi,Trending
9634,2025-01-27,Gift Hampers,Electronics,East,157,230633,241140,6196,12552,259888,0,29255,Loss,11.26,High Logistics,32,Female,Winter,None,Stable
9635,2025-06-18,Backpack,Accessories,West,25,80075,65379,7564,14044,86987,0,6912,Loss,7.95,Low Sales,31,Male,Summer,Valentine,High Demand
9636,2025-06-12,Smartphone,Gift,North,44,191136,231293,9227,5650,246170,0,55034,Loss,22.36,High Cost,31,Male,Spring,Holi,Stable
9637,2025-04-07,T-Shirt,Food,North,142,391920,383163,14512,14934,412609,0,20689,Loss,5.01,High Logistics,35,Male,Monsoon,Valentine,High Demand
9638,2025-05-02,Shoes,Fashion,West,173,629547,652493,7327,12655,672475,0,42928,Loss,6.38,Low Sales,39,Male,Monsoon,Ugadi,Stable
9639,2025-01-18,Shoes,Electronics,West,69,266823,281695,14118,8618,304431,0,37608,Loss,12.35,Off Season,29,Male,Summer,Ugadi,Low Demand
9640,2025-04-18,AC,Fashion,North,71,203770,169136,12138,7481,188755,15015,0,Profit,0,None,18,Male,Monsoon,Valentine,Trending
9641,2025-06-02,Umbrella,Electronics,South,143,457600,416180,19196,12167,447543,10057,0,Profit,0,None,24,Male,Summer,Holi,Seasonal Spike
9642,2025-06-23,Headphones,Food,North,22,68816,73636,14059,12019,99714,0,30898,Loss,30.99,High Logistics,35,Female,Summer,Valentine,Trending
9643,2025-04-12,Fan,Electronics,West,158,214722,239323,7180,14456,260959,0,46237,Loss,17.72,Low Sales,42,Male,Winter,Diwali,Seasonal Spike
9644,2025-01-17,Smartphone,Electronics,West,199,257108,225668,15953,14160,255781,1327,0,Profit,0,None,20,Male,Monsoon,Holi,Seasonal Spike
9645,2025-05-29,Sweets,Gift,North,171,533862,545165,17843,10427,573435,0,39573,Loss,6.9,Off Season,19,Male,Spring,Holi,Stable
9646,2025-04-17,Saree,Electronics,South,81,278073,247077,11318,5746,264141,13932,0,Profit,0,None,24,Male,Summer,Ugadi,High Demand
9647,2025-03-23,Mobile,Accessories,West,92,230552,209333,7920,13180,230433,119,0,Profit,0,None,31,Male,Winter,Holi,Seasonal Spike
9648,2025-03-13,Saree,Accessories,West,199,630830,621259,14114,6699,642072,0,11242,Loss,1.75,Off Season,46,Female,Monsoon,Ugadi,Stable
9649,2025-02-09,Saree,Fashion,East,146,456688,407004,19011,9473,435488,21200,0,Profit,0,None,20,Male,Winter,Valentine,Low Demand
9650,2025-07-01,Umbrella,Gift,East,170,671670,671331,9853,9276,690460,0,18790,Loss,2.72,High Cost,48,Male,Winter,Valentine,High Demand
9651,2025-02-16,Mobile,Electronics,North,65,304720,332486,12125,9897,354508,0,49788,Loss,14.04,High Cost,37,Male,Winter,Holi,Stable
9652,2025-02-06,Sweets,Accessories,East,100,322900,362559,15263,8685,386507,0,63607,Loss,16.46,High Logistics,35,Female,Spring,Valentine,Stable
9653,2025-02-09,TV,Food,North,169,669240,643534,19234,6231,668999,241,0,Profit,0,None,22,Female,Monsoon,None,Seasonal Spike
9654,2025-06-09,Watch,Food,South,104,383552,387910,9550,9625,407085,0,23533,Loss,5.78,High Logistics,20,Male,Summer,Diwali,Low Demand
9655,2025-01-24,AC,Gift,East,39,50232,10948,18443,6252,35643,14589,0,Profit,0,None,39,Male,Summer,Diwali,Seasonal Spike
9656,2025-02-07,Backpack,Gift,South,90,353610,367300,12514,13333,393147,0,39537,Loss,10.06,High Logistics,40,Female,Spring,Diwali,Stable
9657,2025-01-09,Backpack,Gift,North,140,650580,682037,16160,5579,703776,0,53196,Loss,7.56,Off Season,42,Male,Monsoon,Diwali,High Demand
9658,2025-02-21,Cooler,Fashion,West,38,182970,135975,19689,13500,169164,13806,0,Profit,0,None,30,Female,Summer,None,Trending
9659,2025-04-06,Mobile,Fashion,East,37,46509,55775,7706,11087,74568,0,28059,Loss,37.63,Low Sales,28,Female,Winter,Ugadi,Seasonal Spike
9660,2025-01-24,Cooler,Fashion,North,106,162392,127130,11066,8712,146908,15484,0,Profit,0,None,37,Male,Spring,Valentine,Trending
9661,2025-06-04,Shoes,Food,South,67,161805,146452,7441,12445,166338,0,4533,Loss,2.73,Off Season,26,Male,Spring,None,Trending
9662,2025-05-22,Refrigerator,Food,West,102,372708,417439,9172,5594,432205,0,59497,Loss,13.77,Off Season,36,Male,Monsoon,None,Stable
9663,2025-07-01,Refrigerator,Gift,East,196,639352,610358,6009,9944,626311,13041,0,Profit,0,None,23,Male,Summer,Holi,Stable
9664,2025-06-19,Refrigerator,Fashion,East,198,268884,278861,7963,9812,296636,0,27752,Loss,9.36,Low Sales,37,Male,Monsoon,Diwali,High Demand
9665,2025-06-11,Saree,Electronics,North,175,570675,536436,19924,9070,565430,5245,0,Profit,0,None,42,Female,Spring,Ugadi,Low Demand
9666,2025-06-19,Headphones,Gift,West,147,278418,238834,10580,11070,260484,17934,0,Profit,0,None,50,Female,Spring,Diwali,Seasonal Spike
9667,2025-02-19,Sweets,Food,North,55,79420,128559,19990,9423,157972,0,78552,Loss,49.73,Off Season,23,Female,Spring,Holi,Low Demand
9668,2025-02-08,Shoes,Gift,South,124,383284,345692,11290,9492,366474,16810,0,Profit,0,None,40,Male,Monsoon,None,Trending
9669,2025-06-04,Fan,Fashion,West,49,183211,170894,11420,11010,193324,0,10113,Loss,5.23,High Cost,49,Male,Winter,Holi,Low Demand
9670,2025-07-01,Mobile,Accessories,East,102,325890,344971,17857,5133,367961,0,42071,Loss,11.43,High Cost,23,Male,Winter,Holi,Seasonal Spike
9671,2025-05-03,Saree,Gift,South,159,203520,160768,7333,11955,180056,23464,0,Profit,0,None,50,Female,Summer,Valentine,Low Demand
9672,2025-01-06,Mobile,Gift,South,30,78420,97983,8945,13914,120842,0,42422,Loss,35.11,Off Season,22,Male,Summer,Ugadi,Stable
9673,2025-05-29,Raincoat,Fashion,East,129,537672,498070,18332,14381,530783,6889,0,Profit,0,None,44,Male,Spring,Ugadi,Seasonal Spike
9674,2025-01-19,Raincoat,Gift,West,147,389991,365139,12217,10816,388172,1819,0,Profit,0,None,29,Male,Monsoon,None,Stable
9675,2025-05-12,Umbrella,Accessories,North,87,413598,404490,15025,9528,429043,0,15445,Loss,3.6,Low Sales,24,Female,Winter,Holi,High Demand
9676,2025-07-09,Mobile,Electronics,West,74,268620,243684,10882,9146,263712,4908,0,Profit,0,None,45,Male,Spring,None,Trending
9677,2025-03-10,Laptop,Accessories,West,55,83270,46319,12364,12988,71671,11599,0,Profit,0,None,26,Female,Winter,Diwali,Seasonal Spike
9678,2025-01-18,T-Shirt,Fashion,West,70,166110,123209,17510,10951,151670,14440,0,Profit,0,None,47,Male,Spring,Holi,High Demand
9679,2025-06-04,Headphones,Fashion,East,52,184964,194934,14588,11444,220966,0,36002,Loss,16.29,High Logistics,30,Female,Summer,Holi,High Demand
9680,2025-04-26,Backpack,Electronics,East,91,302939,266286,6210,9856,282352,20587,0,Profit,0,None,27,Male,Summer,Ugadi,Low Demand
9681,2025-01-27,TV,Electronics,East,196,844956,802370,11317,10120,823807,21149,0,Profit,0,None,40,Female,Monsoon,None,High Demand
9682,2025-01-03,Backpack,Gift,South,130,142610,139197,7919,11087,158203,0,15593,Loss,9.86,Off Season,30,Female,Summer,Holi,Seasonal Spike
9683,2025-02-21,Refrigerator,Accessories,West,118,222666,247038,12945,13916,273899,0,51233,Loss,18.71,High Logistics,27,Female,Spring,Holi,Seasonal Spike
9684,2025-04-25,Umbrella,Fashion,North,194,910054,945572,5006,11362,961940,0,51886,Loss,5.39,Low Sales,40,Male,Winter,Diwali,Trending
9685,2025-04-21,Gift Hampers,Gift,South,31,122450,155094,9153,7726,171973,0,49523,Loss,28.8,High Cost,41,Male,Winter,Valentine,Trending
9686,2025-05-05,Fan,Fashion,West,121,522962,564421,15135,5123,584679,0,61717,Loss,10.56,Low Sales,20,Male,Spring,Valentine,Seasonal Spike
9687,2025-03-14,Mobile,Electronics,West,85,94265,135840,16458,13376,165674,0,71409,Loss,43.1,High Logistics,24,Female,Monsoon,None,Trending
9688,2025-03-29,Watch,Gift,South,161,189175,177509,14893,14995,207397,0,18222,Loss,8.79,High Cost,30,Male,Summer,Holi,High Demand
9689,2025-03-30,T-Shirt,Gift,North,66,200970,186756,14140,12212,213108,0,12138,Loss,5.7,High Cost,41,Male,Monsoon,None,Seasonal Spike
9690,2025-01-27,Fan,Fashion,South,198,908424,879079,9174,6270,894523,13901,0,Profit,0,None,42,Male,Summer,Diwali,Stable
9691,2025-02-20,TV,Accessories,South,131,503433,548213,18027,5340,571580,0,68147,Loss,11.92,Off Season,39,Male,Winter,Valentine,Trending
9692,2025-02-21,TV,Accessories,West,95,169955,174016,19357,8169,201542,0,31587,Loss,15.67,Off Season,31,Male,Winter,Diwali,Low Demand
9693,2025-06-15,TV,Accessories,North,129,421959,401197,12278,6330,419805,2154,0,Profit,0,None,44,Male,Winter,Holi,Seasonal Spike
9694,2025-07-07,Laptop,Gift,North,154,406868,442082,5136,14940,462158,0,55290,Loss,11.96,High Cost,22,Male,Winter,Valentine,High Demand
9695,2025-04-12,Mobile,Electronics,West,179,890525,919388,7511,9425,936324,0,45799,Loss,4.89,Low Sales,43,Male,Winter,Holi,Seasonal Spike
9696,2025-04-10,Watch,Accessories,North,45,51615,3352,18396,7443,29191,22424,0,Profit,0,None,43,Male,Monsoon,Valentine,Seasonal Spike
9697,2025-03-11,Backpack,Fashion,West,169,788892,749568,13954,12658,776180,12712,0,Profit,0,None,50,Female,Monsoon,Diwali,Trending
9698,2025-01-10,Sweets,Fashion,South,149,532675,554324,8512,6524,569360,0,36685,Loss,6.44,Low Sales,27,Female,Summer,Valentine,Stable
9699,2025-03-20,Sweets,Fashion,North,79,248692,276914,12356,7213,296483,0,47791,Loss,16.12,High Logistics,42,Male,Spring,Ugadi,Low Demand
9700,2025-02-07,Sweets,Accessories,North,98,443646,407004,10231,14607,431842,11804,0,Profit,0,None,18,Male,Monsoon,Holi,Stable
9701,2025-02-03,Gift Hampers,Food,South,39,180726,179534,10014,6869,196417,0,15691,Loss,7.99,High Logistics,35,Male,Monsoon,Valentine,Seasonal Spike
9702,2025-05-01,T-Shirt,Gift,South,105,152355,156835,8775,13606,179216,0,26861,Loss,14.99,Low Sales,29,Female,Monsoon,Diwali,Trending
9703,2025-04-20,Watch,Electronics,West,177,548877,541706,13038,5685,560429,0,11552,Loss,2.06,Low Sales,39,Male,Winter,Ugadi,Stable
9704,2025-04-22,Backpack,Gift,North,27,84105,77014,13740,5813,96567,0,12462,Loss,12.91,Low Sales,35,Male,Summer,Valentine,High Demand
9705,2025-04-11,Backpack,Accessories,North,94,241016,272309,12267,10698,295274,0,54258,Loss,18.38,Off Season,47,Female,Winter,Holi,Seasonal Spike
9706,2025-03-24,Watch,Gift,West,84,126420,134297,19383,14253,167933,0,41513,Loss,24.72,Off Season,29,Male,Summer,Ugadi,Stable
9707,2025-01-06,Refrigerator,Food,East,48,175632,173784,7166,8754,189704,0,14072,Loss,7.42,Low Sales,42,Male,Summer,Valentine,High Demand
9708,2025-03-17,Sweets,Gift,West,74,204018,197441,15905,13237,226583,0,22565,Loss,9.96,Off Season,24,Female,Spring,None,Trending
9709,2025-04-20,Laptop,Fashion,West,56,145264,104341,15286,6373,126000,19264,0,Profit,0,None,41,Male,Monsoon,Ugadi,Seasonal Spike
9710,2025-01-12,Cooler,Accessories,South,49,222117,188875,19166,14340,222381,0,264,Loss,0.12,High Cost,38,Female,Winter,Valentine,Low Demand
9711,2025-04-24,Fan,Fashion,West,156,384696,385934,14301,9491,409726,0,25030,Loss,6.11,High Cost,50,Male,Spring,Ugadi,Low Demand
9712,2025-07-07,Raincoat,Accessories,South,189,870534,880493,12707,14685,907885,0,37351,Loss,4.11,Off Season,39,Male,Spring,Ugadi,Seasonal Spike
9713,2025-04-02,Backpack,Fashion,North,25,64450,100661,8989,8733,118383,0,53933,Loss,45.56,High Logistics,44,Male,Summer,Diwali,Trending
9714,2025-04-01,Jeans,Electronics,West,60,267180,294459,16937,9873,321269,0,54089,Loss,16.84,High Cost,38,Female,Summer,Ugadi,Seasonal Spike
9715,2025-04-04,Headphones,Gift,East,49,223881,202531,12309,8990,223830,51,0,Profit,0,None,46,Female,Spring,Diwali,High Demand
9716,2025-05-02,Fan,Gift,East,138,299322,294855,6752,8660,310267,0,10945,Loss,3.53,Low Sales,46,Male,Spring,Holi,Seasonal Spike
9717,2025-04-08,Jeans,Accessories,South,68,308040,352808,14085,14850,381743,0,73703,Loss,19.31,High Logistics,47,Male,Summer,Holi,Trending
9718,2025-01-16,T-Shirt,Electronics,South,116,427576,439393,18657,14282,472332,0,44756,Loss,9.48,Off Season,35,Male,Summer,Diwali,Stable
9719,2025-06-18,Laptop,Electronics,East,157,772126,784125,6475,8656,799256,0,27130,Loss,3.39,High Cost,29,Male,Monsoon,Valentine,Low Demand
9720,2025-04-30,T-Shirt,Gift,East,52,132132,142498,15072,7514,165084,0,32952,Loss,19.96,High Logistics,29,Male,Monsoon,Ugadi,Low Demand
9721,2025-04-27,Jeans,Accessories,South,21,89943,87273,15622,10629,113524,0,23581,Loss,20.77,High Logistics,48,Male,Monsoon,Ugadi,High Demand
9722,2025-06-18,Headphones,Gift,South,49,190757,209668,6779,5969,222416,0,31659,Loss,14.23,High Cost,25,Female,Spring,Ugadi,Trending
9723,2025-07-03,Refrigerator,Electronics,West,107,229622,228241,8343,12632,249216,0,19594,Loss,7.86,Off Season,21,Female,Winter,Diwali,High Demand
9724,2025-03-26,Umbrella,Accessories,West,31,47740,56730,18274,6640,81644,0,33904,Loss,41.53,High Cost,29,Female,Spring,Ugadi,Seasonal Spike
9725,2025-03-23,Sweets,Fashion,North,187,927520,952300,19449,11052,982801,0,55281,Loss,5.62,High Logistics,48,Male,Summer,Diwali,High Demand
9726,2025-04-22,Laptop,Food,West,79,308337,265627,17559,9239,292425,15912,0,Profit,0,None,26,Male,Spring,Holi,Trending
9727,2025-06-19,Backpack,Food,East,189,349650,356163,11513,6606,374282,0,24632,Loss,6.58,High Logistics,19,Female,Spring,Holi,Seasonal Spike
9728,2025-05-18,Watch,Accessories,East,79,99066,86117,19947,11830,117894,0,18828,Loss,15.97,Off Season,46,Female,Winter,Valentine,Low Demand
9729,2025-05-09,Refrigerator,Food,South,178,190638,167509,19443,8438,195390,0,4752,Loss,2.43,High Cost,32,Male,Spring,None,Stable
9730,2025-01-21,TV,Accessories,South,116,418064,449656,14579,6589,470824,0,52760,Loss,11.21,High Logistics,21,Female,Monsoon,Diwali,Trending
9731,2025-03-06,Umbrella,Gift,West,97,254528,274737,8941,12555,296233,0,41705,Loss,14.08,High Logistics,18,Male,Winter,Valentine,Seasonal Spike
9732,2025-02-14,Watch,Accessories,North,104,176280,214838,5493,12865,233196,0,56916,Loss,24.41,Low Sales,40,Female,Summer,Valentine,High Demand
